timestamps,ax,ay,az
1525745894284386.0,-0.008768450731288607,-0.26969549596866027,-0.1093416156484099
1525745894289871.8,0.05469668626433788,-0.1994076933921833,-0.10307401109609467
1525745894295200.0,0.11622027380014281,-0.1308106922962251,-0.09689292237012899
1525745894300571.0,0.1781150193918232,-0.061370859231571616,-0.09058879373539448
1525745894305990.0,0.24039074984630446,0.008986464475548718,-0.0841437050984377
1525745894311348.0,0.3018038596485803,0.07882797133039286,-0.07770471442179873
1525745894316740.0,0.3633893115156424,0.14936804359889336,-0.07115431399730603
1525745894322314.0,0.4268367437096432,0.22255686003756542,-0.06432182976717653
1525745894327663.0,0.4874585604652499,0.2930099254718611,-0.05770736461600939
1525745894332970.0,0.5473976369602914,0.36315008216591516,-0.05110243158220796
1525745894338398.0,0.6083270141688768,0.43503061710690005,-0.04429535719688068
1525745894343731.0,0.6679795024471245,0.5059008059722742,-0.03757782838853028
1525745894349018.0,0.726681767882009,0.5762347871517537,-0.03088214953485762
1525745894354372.0,0.7858931675408313,0.647689032065805,-0.024082833338076023
1525745894359703.0,0.8443750920838254,0.7188718486467788,-0.017292252747208296
1525745894365130.0,0.9035940877487317,0.7915139672862596,-0.010370360130359
1525745894370393.0,0.9605706784238444,0.862007412127328,-0.0036527977831645724
1525745894375720.0,1.017886953208235,0.9334923794083989,0.003143667761119561
1525745894381121.0,1.0754542768616522,1.0059442382697241,0.010024983845458846
1525745894386632.0,1.133801643023118,1.0800056083454,0.01703010851395723
1525745894391928.0,1.189305611875035,1.1511224468203123,0.02373772550553693
1525745894397207.0,1.2441263555540782,1.2220005707379065,0.030393461680750276
1525745894402675.0,1.3004200515989823,1.2954516654526467,0.037249950289371135
1525745894407978.0,1.3544301559014933,1.366607714301884,0.04385363420975404
1525745894413317.0,1.4082686321093152,1.4382151844478248,0.050450941626909745
1525745894418730.0,1.462251799349987,1.5107380709878022,0.057078146252114985
1525745894424060.0,1.51490892481665,1.5821687430618196,0.06354038662080032
1525745894429389.0,1.5667148010466503,1.6532374617476404,0.06991752925311262
1525745894434707.0,1.6179992971583115,1.7242569387169742,0.07620960571045754
1525745894440195.0,1.6700447613781488,1.7971745219619666,0.0826002455650244
1525745894445938.0,1.7239740043443184,1.8735253303543558,0.08918893506499742
1525745894451263.0,1.7730461142029,1.9438859786715188,0.09517688884681395
1525745894456756.0,1.8231088180399913,2.016437146054046,0.10124516418185034
1525745894462131.0,1.8712562292933992,2.087081859088917,0.1070532296012445
1525745894467431.0,1.9181422501098655,2.156648718987466,0.11266042507881081
1525745894472801.0,1.964735744613139,2.2266860972295546,0.11819542075447716
1525745894478056.0,2.0097879809616566,2.295172518722268,0.123483387270542
1525745894483376.2,2.0544491177936846,2.363998348366784,0.128676435968234
1525745894488653.0,2.0980104581167596,2.4319868573193113,0.13367378915763697
1525745894494093.0,2.142165308305511,2.5018088921277473,0.13865920726016134
1525745894499935.0,2.188601401070844,2.5763358976630477,0.143807167723825
1525745894505407.0,2.23126780129186,2.6458057917972013,0.14843746792345217
1525745894510666.0,2.2713961598779,2.7121163781826008,0.1526979406264026
1525745894515952.2,2.311132107311135,2.7786445908528665,0.15680266390363481
1525745894521220.0,2.349507186481232,2.844065080104767,0.16066583610401713
1525745894526519.0,2.3876245745001405,2.9098740804945917,0.16437038395074888
1525745894531881.0,2.4250147049563004,2.975628108442854,0.16788038707693761
1525745894537185.0,2.4614238178703487,3.040561474787386,0.17115055808396376
1525745894542515.0,2.4968828684515687,3.105017118587192,0.17419051122554158
1525745894548536.0,2.536099315073379,3.1775034130279503,0.17735723172366508
1525745894553904.2,2.569981615607796,3.2414272724691187,0.17990924748483933
1525745894559324.0,2.603434974340273,3.3056304612441245,0.18224124691557014
1525745894564630.0,2.6351076614277997,3.3677178977067426,0.18425633737305527
1525745894569954.0,2.66622607381308,3.42976544677963,0.18603537415006619
1525745894575346.0,2.6966380529908314,3.4917939569291714,0.1875535430318905
1525745894580655.0,2.725656869431198,3.5522620449559605,0.18877605599232922
1525745894585961.0,2.7538896481215502,3.6122801085525196,0.1897330699889758
1525745894591349.0,2.781562267782692,3.672518531901088,0.19041391754904127
1525745894596703.0,2.8081999160908553,3.731834995601971,0.19080540970830495
1525745894602053.0,2.833894058274709,3.7904744418657033,0.190901234521677
1525745894607377.0,2.858763968564805,3.848482814820726,0.1907133075363468
1525745894612674.0,2.8821998109992473,3.9050072763180528,0.1902034064315864
1525745894618052.0,2.905496025978953,3.962298532015843,0.18940866085837893
1525745894623338.0,2.927154021713042,4.017483454418961,0.1883018162602273
1525745894628663.0,2.948414711345856,4.072870649299874,0.18690224046564466
1525745894633982.0,2.9685022115539197,4.12716339046509,0.1851783234752861
1525745894639332.0,2.988127475181757,4.181522546129845,0.18314935940583965
1525745894644691.0,3.0065959115791188,4.234861107740848,0.18078031777756273
1525745894650025.0,3.0244732400062575,4.287781836538716,0.17812702922196022
1525745894655388.0,3.0411900063388524,4.339747054080219,0.17511551411339274
1525745894660711.0,3.057379274849159,4.391276661008988,0.17183391701277076
1525745894666044.0,3.0722833311250417,4.441533267921556,0.16820044053110775
1525745894671389.0,3.0866387490754854,4.491583425477068,0.1642466643692871
1525745894676671.0,3.0999813543939942,4.540314166522747,0.16002199034768494
1525745894681977.0,3.1126840902860344,4.58872838917234,0.15546892920786534
1525745894687301.0,3.1245031284193905,4.636424186053092,0.15057782377459297
1525745894692630.0,3.135742101618733,4.683763019861003,0.14537577313436453
1525745894697999.0,3.1460609188633817,4.730428913647235,0.1398064775019888
1525745894703301.0,3.155775022229819,4.776251059419237,0.13400830541251246
1525745894708753.0,3.1647811030614363,4.822344853582714,0.1277165861349597
1525745894714104.0,3.172837895869864,4.866832161844872,0.1212284826689387
1525745894719594.0,3.1805400272495628,4.912055399421415,0.11426012751083861
1525745894724916.0,3.1871565412433034,4.954997197339607,0.10719759801746977
1525745894730231.0,3.193196189653507,4.997396500721309,0.09985444757703868
1525745894735627.0,3.1985931204798685,5.039686752504916,0.09210106157045682
1525745894741037.0,3.203643640976168,5.081907194654618,0.08404133986795875
1525745894746422.0,3.2074715214081926,5.12240439984226,0.07571367403531458
1525745894751778.0,3.2111720475257557,5.16286403022039,0.06716507826061589
1525745894757151.0,3.213806565909104,5.202055794642362,0.058307915510258525
1525745894762462.0,3.216268804849157,5.240883625660516,0.0492995827420639
1525745894767856.2,3.217810442104504,5.279063748711358,0.03988644729444549
1525745894773330.0,3.21911636412857,5.317682659252451,0.030080593067097858
1525745894778935.0,3.219678099491663,5.35624426437675,0.019776884861435477
1525745894784323.0,3.219913184539654,5.393072467673371,0.009632969601633495
1525745894789701.0,3.219429660623889,5.428873692578783,-0.000718425324791893
1525745894795177.0,3.2187171675227457,5.465187889579927,-0.011480193841740692
1525745894800537.0,3.2174079532227755,5.499906108629128,-0.022221146999186366
1525745894805875.0,3.215594285160872,5.533795887299832,-0.03311003799651793
1525745894811170.0,3.213583855597369,5.567217349653453,-0.04409371253259801
1525745894816645.0,3.210972936876517,5.601010881935088,-0.055627927003722974
1525745894822024.0,3.20815009154557,5.633899707394444,-0.06712699457194282
1525745894827332.0,3.204944381887684,5.665730947278857,-0.0786215945595659
1525745894832607.0,3.201751362589858,5.697449926707195,-0.09019017382756073
1525745894837895.0,3.1977234951683444,5.727852499391229,-0.1018986527488658
1525745894843218.0,3.1938757055427587,5.758883827207781,-0.11381340824311457
1525745894848491.0,3.1893834172298967,5.78843398293705,-0.12570144338172126
1525745894853978.0,3.1848663090306633,5.819489368333628,-0.13818079978057357
1525745894859390.0,3.179827780678704,5.849053240354555,-0.15055379550628384
1525745894864731.0,3.174961184366209,5.8784021043781225,-0.16284310123347348
1525745894870036.0,3.1696940048358524,5.9067108084303985,-0.17508673355722681
1525745894875307.0,3.16461265972242,5.935061476156121,-0.1873051503165262
1525745894880692.0,3.158914534964455,5.962993268688669,-0.19979025012690912
1525745894886049.0,3.15351795139219,5.991190001377579,-0.2122452001723678
1525745894891387.0,3.1476395847004026,6.018213607794559,-0.22462539703719153
1525745894896696.0,3.141855705198363,6.04506525597068,-0.23692968871194833
1525745894902035.0,3.1360045819179954,6.071836708772445,-0.24927309399983943
1525745894907422.0,3.130077407439728,6.098615097739462,-0.26168154104207964
1525745894912718.0,3.1241630251768604,6.124566881018661,-0.2738144757802518
1525745894918025.0,3.118324593344112,6.150523186949767,-0.2859067338020416
1525745894923315.0,3.112517409469139,6.176182686488142,-0.2978735908426376
1525745894928731.0,3.1063315846396526,6.201704578063022,-0.30999383906760486
1525745894934114.0,3.100514160513312,6.227440021027292,-0.3219484746942277
1525745894939427.0,3.0945504312587446,6.252089518707783,-0.33358619920222654
1525745894944913.0,3.088699040018176,6.2778226553178476,-0.34547486858298615
1525745894950729.0,3.082366967571817,6.304441692548235,-0.3578655160813861
1525745894956214.0,3.0767322199306544,6.329837995672265,-0.369385304647524
1525745894961572.0,3.071051148746858,6.353891065243828,-0.38040838460622106
1525745894967021.0,3.0657062703263636,6.378830042952912,-0.39144333168453993
1525745894972384.0,3.0602357458550666,6.402510702981621,-0.40203661596541074
1525745894977675.0,3.0553541799372486,6.426518624071165,-0.4123061488248626
1525745894983038.0,3.0501563806552174,6.449870889604453,-0.4224130974647715
1525745894988475.0,3.045201400803182,6.473718973394916,-0.4324096212448681
1525745894993778.0,3.040564085891927,6.496907243587978,-0.441890367442485
1525745894999126.0,3.0360876222585227,6.520206700777706,-0.4511625277552457
1525745895004413.0,3.0317957392123978,6.543013709713904,-0.4600256311044265
1525745895009705.0,3.0277808884058808,6.565925274199435,-0.46860558208371045
1525745895015259.0,3.0238092885281085,6.589923269446858,-0.47727640035792984
1525745895020572.0,3.0199188410491646,6.612108454152634,-0.4851821569127471
1525745895025975.0,3.016510023379437,6.635286762547778,-0.49292438850601006
1525745895031302.0,3.0130629441989845,6.657361656781582,-0.500150102686273
1525745895036687.0,3.010056874924264,6.680131277404507,-0.5071255329441807
1525745895042072.0,3.0070467401466674,6.7022740968609655,-0.5136780332543391
1525745895047473.0,3.0045391612292685,6.72499359363137,-0.5199026188083994
1525745895052793.0,3.0019382447795446,6.746455834586371,-0.5255765040948189
1525745895058117.0,2.999949765655757,6.768686529458477,-0.5309204763543871
1525745895063498.0,2.9977215459012507,6.790015273746191,-0.5358241769874772
1525745895068958.0,2.9961556003048537,6.812558261076404,-0.5404430647845105
1525745895074329.0,2.9943532129807298,6.833473237287652,-0.5444604288568365
1525745895079655.0,2.9932581654957526,6.8551270717057085,-0.5480868325968613
1525745895084966.0,2.9919138081048904,6.875488407436739,-0.5511790453217881
1525745895090310.0,2.9910696717534684,6.896483443113818,-0.5538978323567338
1525745895095638.0,2.9902974280191894,6.916913891593989,-0.5561304781498028
1525745895100897.0,2.989912120768266,6.937302408938638,-0.5579197441306902
1525745895106180.0,2.9894821166982575,6.957036507259398,-0.5592221134932592
1525745895111523.0,2.9895115109030197,6.977414112882572,-0.5601263441944836
1525745895116941.0,2.9894864126718423,6.9972726954523035,-0.5605169735059622
1525745895122213.0,2.9896242029993485,7.016323991106637,-0.560429505090002
1525745895127569.0,2.9900525794786725,7.035699339810495,-0.5598888795914746
1525745895132889.0,2.99055601701338,7.054479163257137,-0.5588635827841201
1525745895138234.0,2.991247898333459,7.0731372321570785,-0.5573618919230809
1525745895143495.0,2.9920949453661345,7.091254406361901,-0.5554117144935491
1525745895149064.0,2.993290360500204,7.110479451139898,-0.5528788675171094
1525745895154369.0,2.994128094231424,7.127438128483369,-0.5499015525618066
1525745895159699.0,2.9954856443264353,7.145092127286851,-0.546514116730449
1525745895165014.0,2.99656016002799,7.1614273377589805,-0.5425990392360358
1525745895170891.0,2.9982330734235387,7.179964992072928,-0.5378021989621528
1525745895176379.0,2.999493195152377,7.195906320108442,-0.5327401205388015
1525745895181790.0,3.0010605421183976,7.211808554536647,-0.5273164191058112
1525745895187202.0,3.00249375933872,7.226814944187368,-0.5213887465304207
1525745895192549.0,3.0041305461251215,7.241620091847584,-0.5151072175455907
1525745895197862.0,3.005526723402065,7.255247422969097,-0.5083781348043712
1525745895203142.0,3.0071857581671706,7.2689379303248245,-0.5013029930661119
1525745895208496.2,3.008580853049612,7.2816248846497516,-0.4936464754130928
1525745895213874.0,3.009957036042418,7.2938133078197005,-0.4855227307317984
1525745895219211.0,3.0113727000988924,7.305559667367266,-0.4770528461264586
1525745895224551.0,3.012638583572708,7.316494876823684,-0.4681496844152692
1525745895230095.0,3.0139059681264166,7.327270470218517,-0.45847829242923227
1525745895235470.0,3.0149898662667542,7.336940192434868,-0.4486875553144487
1525745895240821.0,3.016187568879551,7.346450827148314,-0.4385769697533456
1525745895246157.0,3.0167572368147697,7.3540375946921355,-0.4280442380159713
1525745895251580.0,3.0176143961919513,7.36206379233267,-0.4170245174861747
1525745895256877.0,3.0178589424287305,7.3681232461193815,-0.40584384136809315
1525745895262197.0,3.0182696106070215,7.374302302899182,-0.3943172465416626
1525745895267541.0,3.018138999776288,7.378891028749034,-0.3823578793754456
1525745895272919.0,3.018059779180387,7.3833642683003,-0.37002815256527816
1525745895278293.0,3.0174461092381857,7.386276735997074,-0.3573532627883132
1525745895283961.0,3.0167751496253103,7.389044985968362,-0.34368383845390954
1525745895289931.0,3.0154117994454173,7.390111397838217,-0.32889770828003456
1525745895295331.0,3.0140779331809537,7.390642953684613,-0.31525016163939457
1525745895300760.0,3.0122793685522526,7.389904329750487,-0.30124421893690606
1525745895306181.0,3.0099705744667893,7.387782687513295,-0.2869862453901949
1525745895311505.0,3.007545038317208,7.385214477484661,-0.2727656591705036
1525745895316802.0,3.0045495890785885,7.381159647804786,-0.2583787958818819
1525745895322733.0,3.000914813486243,7.375877706397654,-0.24203925886480615
1525745895328501.0,2.9966542433625456,7.3689382103538135,-0.22590092279799728
1525745895333772.0,2.992549048168704,7.362088169048587,-0.21098727548291793
1525745895339110.0,2.987600335722126,7.353243244329536,-0.19569529332863847
1525745895344453.0,2.982507077827331,7.344111901714712,-0.18025897522922513
1525745895349777.0,2.9765278562316833,7.332879988616739,-0.16471498087335443
1525745895355085.0,2.970478536830389,7.321584631999681,-0.14911802930650317
1525745895360384.0,2.963413928438178,7.307928954403119,-0.1334129532501029
1525745895365694.0,2.9560386969967776,7.293693153537907,-0.11759177961267558
1525745895370976.0,2.9480668176710663,7.278167202888153,-0.10177040892508657
1525745895376264.0,2.9396090915134834,7.261676883402297,-0.08586769446335557
1525745895381663.0,2.930187987851672,7.243166027216471,-0.06957083121586999
1525745895387002.0,2.920426138592781,7.224055296851307,-0.053418664204603866
1525745895392425.0,2.9097410404430266,7.203071665734796,-0.03698165644151461
1525745895397755.0,2.8984330606320516,7.180807638239459,-0.02081268447223359
1525745895403099.0,2.886623028959847,7.157699222336831,-0.004603030890717959
1525745895408369.0,2.8741254142008015,7.1332060235264,0.011368693251217765
1525745895413740.0,2.8608021056405666,7.107235795125982,0.02762005337256003
1525745895419075.0,2.8467563803711275,7.07989942366993,0.043721544823269676
1525745895424392.0,2.832306789752306,7.05203713095801,0.05972202734626099
1525745895429694.0,2.816655751300656,7.021704643893245,0.07560118217235029
1525745895435061.0,2.8004902589591936,6.9907701337032275,0.09160854458042098
1525745895440465.0,2.783007389992429,6.9572282233000005,0.10762066097579623
1525745895445808.2,2.7652925799916197,6.923635066072728,0.12336414560072524
1525745895451172.0,2.7463576800372467,6.8877025331881265,0.13903796749274072
1525745895456471.0,2.7271398961776985,6.851618021818373,0.1544138223218385
1525745895461902.0,2.706334318942383,6.812599714140429,0.17001849861116947
1525745895467282.0,2.6851243506590334,6.7732239314184355,0.1853429602495004
1525745895472705.0,2.6626166555281023,6.731514757111487,0.20061103305680195
1525745895478266.0,2.6388801707082883,6.687986360791951,0.21610765196048948
1525745895483672.0,2.6146362401449887,6.6436175219940825,0.23096663960745625
1525745895489004.0,2.590141199064652,6.599287017395391,0.24546109870269991
1525745895494348.0,2.564422426336261,6.5528251318335675,0.25976642090156965
1525745895499679.0,2.5379544635190543,6.505377393532309,0.2738400035560569
1525745895504989.0,2.5107484058923495,6.45696159847585,0.2876533480288427
1525745895510287.8,2.4826963794437367,6.407378748821484,0.3012174974996119
1525745895515587.0,2.453714699404048,6.356475799074232,0.31455500278926585
1525745895520897.0,2.4238366157569926,6.30440843918742,0.3276971959199062
1525745895526175.0,2.3932652117421465,6.2515217263065646,0.34052986711884553
1525745895531672.0,2.3602491653496425,6.19460562235895,0.3536077341728221
1525745895537100.0,2.326927293114444,6.13780006128779,0.36629584025452244
1525745895542527.0,2.292415173934877,6.079164201162999,0.37867806419904304
1525745895547838.0,2.2579058846082303,6.021144802138753,0.39056602084728365
1525745895553318.0,2.221149930619775,5.959616032220582,0.40252394717414886
1525745895558677.0,2.1844572372725604,5.898852206991067,0.4139793389595945
1525745895564041.0,2.1465394478754884,5.836256444744977,0.42512214212997035
1525745895569347.0,2.108368312073835,5.773987347904339,0.4359215268792196
1525745895574728.0,2.0684149002937278,5.708957103146164,0.4465288979364007
1525745895580133.0,2.0276321644204685,5.643422580724151,0.45695989608947485
1525745895585501.0,1.9858619681986815,5.576419147436627,0.4669584724242196
1525745895590819.0,1.943704117352399,5.5095072262885445,0.4766108904105988
1525745895596316.0,1.8991378212670103,5.439271591481164,0.48628299411951
1525745895601728.0,1.8543349649207557,5.369251791082719,0.4955142374793341
1525745895607134.0,1.8085877343757366,5.298234998105067,0.5044252512552756
1525745895612412.0,1.7630841525694778,5.228226850078754,0.5128571864099866
1525745895617767.0,1.7160071334604114,5.156343154831338,0.5211249345853716
1525745895623033.0,1.6686890209272187,5.0844286706683,0.5289293484472477
1525745895628338.0,1.620289722595149,5.011656074143273,0.5365568294612636
1525745895633638.0,1.570940386304113,4.937822748715822,0.5438550582174081
1525745895638979.0,1.5204225193741414,4.862969839342171,0.5509579488941313
1525745895644394.0,1.4682424170356305,4.786130259834955,0.5578444509587874
1525745895649865.0,1.414751098456842,4.708219969490643,0.5645601876790877
1525745895655172.0,1.3618131122456938,4.631337014081372,0.5707184251307931
1525745895660493.0,1.3081100701197814,4.554352683964402,0.5767085163552133
1525745895665874.0,1.2527203103922242,4.475106752251318,0.5823867960819762
1525745895671169.0,1.1975945988000753,4.397267697242247,0.5877973014264751
1525745895676506.0,1.1410541329838348,4.317638449788797,0.5929007560768421
1525745895681857.0,1.083683675218874,4.237726947748837,0.5978134166965068
1525745895687795.0,1.019050543753655,4.148264969107138,0.6029324413305732
1525745895693110.0,0.9604279173481639,4.067906048105156,0.6072709689248947
1525745895698440.0,0.9008502392657435,3.9867345771694565,0.6113478806411416
1525745895703802.0,0.8402264862584216,3.904918293030588,0.6152379720247909
1525745895709113.0,0.7794376404531643,3.8234264484538656,0.6188373539932983
1525745895714376.0,0.7184753032152245,3.7421609805466223,0.6221421658376766
1525745895719649.0,0.6567789102188835,3.660716175180122,0.6252726660254897
1525745895724974.0,0.5937786179241341,3.5780167195530947,0.6281785004657501
1525745895730621.0,0.5262837989546857,3.490232567438718,0.6310498911023278
1525745895735992.0,0.46141506965075685,3.4063793201922077,0.6335329009174363
1525745895741484.0,0.39448211169688024,3.320765045335562,0.6359118691119344
1525745895746869.0,0.3281903605414648,3.2361906824849864,0.6379455039738273
1525745895752107.0,0.2632030366986553,3.154304301172386,0.6398296446657106
1525745895757599.0,0.19444199781108518,3.0677980407359486,0.6414922385324512
1525745895762970.0,0.12668357097621122,2.983615936092671,0.6430284627383482
1525745895768304.2,0.05886263601922165,2.899507455707838,0.644273740974424
1525745895773714.0,-0.010399903834102862,2.814478462460729,0.6454213058574074
1525745895779068.0,-0.07941569068674281,2.7302162577304987,0.646359081153768
1525745895784368.2,-0.1481760046718814,2.646976103975483,0.6471594331640972
1525745895789652.0,-0.21711926274672202,2.5638623147138198,0.6477572275278017
1525745895794985.0,-0.28711018262722177,2.4802624041668895,0.6482625688879257
1525745895800365.0,-0.3580728683333767,2.395846232587864,0.648577999863078
1525745895805890.0,-0.43129937509623595,2.3092565614315625,0.648742823939729
1525745895811240.0,-0.5025518921123923,2.225671458527555,0.6487970445293192
1525745895816527.8,-0.5732362505609897,2.143109810155977,0.648689821611802
1525745895821898.0,-0.6453089654493179,2.059508372737395,0.6484746094420751
1525745895827245.0,-0.7172964649209959,1.9764242600221489,0.6481250006536101
1525745895832638.0,-0.7901273340991259,1.892861063811856,0.6476584027707023
1525745895838009.0,-0.8628574162804018,1.809886575709808,0.6470831514379407
1525745895843397.0,-0.93603486402144,1.726995568583878,0.6464339083469164
1525745895848666.0,-1.0075959518584632,1.6459566145550437,0.6456081351567298
1525745895854073.0,-1.0812724169730166,1.5632929483072369,0.6447478523021328
1525745895859447.0,-1.1544478829661853,1.4812417737058219,0.6437197123585082
1525745895864717.0,-1.226376702801254,1.4012274386141776,0.6426889616669959
1525745895870070.0,-1.2993475907597205,1.320138279339379,0.6414969522108107
1525745895875432.0,-1.3725647142402055,1.2393680132384215,0.6402822592622547
1525745895880849.0,-1.4463555986929053,1.1579788526459844,0.6389057580389857
1525745895886377.0,-1.521755061340491,1.0754194402024428,0.637491917280572
1525745895891935.0,-1.5972921283935544,0.992668741622251,0.6359179567898012
1525745895897309.0,-1.6703982010275003,0.9131500751521584,0.6344010957703646
1525745895903124.0,-1.7491697709103917,0.8274350564511523,0.6326191036541423
1525745895908525.0,-1.822142897579407,0.7482294573230044,0.6308977988484891
1525745895913784.0,-1.893083290194608,0.6715169149333688,0.6291916680756524
1525745895919181.0,-1.9655888026007549,0.5931647340915916,0.627361332725077
1525745895924456.0,-2.0362401841994013,0.5169830164821169,0.6255297447502575
1525745895929889.0,-2.1087052724518953,0.438928227852631,0.6235853584995662
1525745895935229.0,-2.17978455413839,0.36264984876479184,0.6216711502732177
1525745895940741.0,-2.252455368810088,0.2842807990264498,0.6195456889893498
1525745895946026.0,-2.3220883227092597,0.20959199187240568,0.6175487156925247
1525745895951341.0,-2.391410225521861,0.1348557475795971,0.6154102383432631
1525745895956623.8,-2.4601911495994817,0.06099275060944817,0.6133153829352994
1525745895961879.0,-2.5279249110931357,-0.01209101525750202,0.6111250786626627
1525745895967151.0,-2.5956834264132507,-0.08500834710693866,0.6089504751567452
1525745895972663.0,-2.66574194612355,-0.16080743843762083,0.6065701669648611
1525745895978056.0,-2.734040582906481,-0.2345622949932688,0.6042651782582356
1525745895983483.0,-2.80189651831462,-0.30833357814573753,0.6018352741099698
1525745895988761.0,-2.8676834139364664,-0.37971449718706957,0.5995097789972408
1525745895994073.0,-2.9329342849326876,-0.4511054324316353,0.5970522379427528
1525745895999557.0,-2.9998144811387775,-0.5244038618831582,0.5945091933686806
1525745896004953.0,-3.064995575234599,-0.5961180257807204,0.5919740987165094
1525745896010264.0,-3.1284954842285995,-0.6663009363230485,0.5894439603683982
1525745896015549.0,-3.1909762176233687,-0.7357427126580872,0.5868828490997782
1525745896020844.0,-3.252979884669202,-0.8049529106704555,0.5842980206139368
1525745896026172.0,-3.314690666233733,-0.8742229997541184,0.5816662284427344
1525745896031623.0,-3.376760112152417,-0.944614121436331,0.5788837151082769
1525745896037025.0,-3.437834630781925,-1.0140788498066324,0.5761479161056794
1525745896042355.0,-3.4969795858891084,-1.082141566439238,0.573356436341975
1525745896047642.0,-3.5551386181621285,-1.149376130934429,0.5705966399090842
1525745896052999.0,-3.6130109989431256,-1.2170556470718878,0.5677250862136877
1525745896058322.0,-3.6700396299136617,-1.2840662071648565,0.564889913289408
1525745896063643.0,-3.7257094535564224,-1.3505253481022204,0.5619425227407171
1525745896068999.0,-3.781415425999709,-1.417263910235869,0.5590192410241277
1525745896074301.0,-3.8350740806049126,-1.4827564608221186,0.5559975171357466
1525745896079558.0,-3.8879675705335908,-1.547577864504662,0.5530475892809342
1525745896084892.0,-3.940140502308691,-1.6127782971940126,0.5499315676714612
1525745896090817.0,-3.997365314075396,-1.6849547290712072,0.5464729543048287
1525745896096124.0,-4.047556514594699,-1.749227340628225,0.5433243357670675
1525745896101450.0,-4.097082394608364,-1.813453418406924,0.5401382171999801
1525745896106820.0,-4.1458582050822885,-1.877807293553625,0.5368601789206575
1525745896112112.2,-4.193178387025288,-1.9410170301311018,0.5336175203956506
1525745896117539.0,-4.240579758909147,-2.005467791978907,0.5302351456753981
1525745896122842.0,-4.285638198531979,-2.0680154080297886,0.5268558999745193
1525745896128161.0,-4.330153131892425,-2.1306070383292446,0.5234641540143796
1525745896133447.0,-4.373101214677317,-2.1923732047861084,0.5200169473057745
1525745896138710.0,-4.415045786193419,-2.2536746503202716,0.5165649208922829
1525745896144093.0,-4.456755277613134,-2.316003572610136,0.5129738077701699
1525745896149683.0,-4.499320859272883,-2.3806180123274876,0.5092414468729761
1525745896155157.0,-4.539191588541866,-2.443219089476474,0.5054614327619099
1525745896160676.0,-4.578944953701697,-2.506399702146797,0.5016799761532665
1525745896166318.0,-4.617639153620154,-2.5702580899197045,0.49768196693619504
1525745896171655.0,-4.653861932728067,-2.630773950155964,0.493931743508222
1525745896176974.0,-4.6880746051931474,-2.6903508628009423,0.4900644821343529
1525745896182382.0,-4.722170773815365,-2.7508755695765816,0.4861313046328387
1525745896187705.0,-4.754522715168362,-2.810102368213657,0.4822033204339634
1525745896193217.0,-4.786992964730544,-2.8712053629299907,0.47810038566579693
1525745896198941.0,-4.819275566750584,-2.9342226638258038,0.4737689566731122
1525745896204380.0,-4.848903328729708,-2.9938832242569218,0.469618660158518
1525745896209689.0,-4.876529964525122,-3.0517222843793586,0.4655048721618459
1525745896215045.0,-4.9034980625287306,-3.1099179784441744,0.46132964714992963
1525745896220373.0,-4.929134966067037,-3.167475908833922,0.4571236186214721
1525745896225784.0,-4.9536822230782995,-3.225405931497494,0.45277431064840645
1525745896231072.0,-4.9769536760061,-3.281983497780601,0.4485154218301633
1525745896236378.0,-4.998825014196178,-3.338212433166874,0.44416459429536853
1525745896241713.0,-5.019965835915832,-3.3946276314171198,0.43976969648186043
1525745896247090.0,-5.039905006790395,-3.4510206203113234,0.4352755311458257
1525745896252396.0,-5.058947987052119,-3.5066942900227023,0.43083865928098775
1525745896257672.0,-5.075980590623474,-3.56118966680794,0.42631612291041465
1525745896263045.0,-5.092964609221503,-3.6169133622433,0.421732769288479
1525745896268408.0,-5.107955660686037,-3.671617921722319,0.417046644969686
1525745896273908.0,-5.122924639667862,-3.727925813817341,0.4122595370001383
1525745896279265.0,-5.13561099279472,-3.7818827029525885,0.40749453990509743
1525745896284611.0,-5.1476353969531115,-3.8357415552606318,0.4027371749757383
1525745896289959.0,-5.158253788839605,-3.889055015651787,0.39791470458955475
1525745896295686.0,-5.168660151748857,-3.9459555162362445,0.39272736698105126
1525745896301046.0,-5.176938890043694,-3.998604875026277,0.3878088794240572
1525745896306569.0,-5.184610873019664,-4.052703429723619,0.382723517823336
1525745896312070.0,-5.190953477988034,-4.106092978496093,0.3776087271326256
1525745896317472.0,-5.195691777946615,-4.157842432277039,0.3725224838430403
1525745896322754.0,-5.1996596367623855,-4.208390437651475,0.367543378910572
1525745896328066.0,-5.202175207492013,-4.258507991652638,0.3624729387998981
1525745896333322.0,-5.203874458931143,-4.307919730442167,0.3574407464793963
1525745896338630.0,-5.204300840077109,-4.357224685951833,0.3523099491708116
1525745896343980.0,-5.204149514333671,-4.406915665632718,0.3471386371492411
1525745896349300.0,-5.202069409691355,-4.455170209922381,0.34190666448029217
1525745896354598.0,-5.199714567882649,-4.50345749003977,0.33671638067782933
1525745896359911.0,-5.195488864829205,-4.55073039604538,0.3314281752086685
1525745896365696.0,-5.1905096708271365,-4.602390654525364,0.32568752077506913
1525745896371053.0,-5.184000201244508,-4.649037155147789,0.32029149144958613
1525745896376370.0,-5.176985371301569,-4.695293172069965,0.31493785442143324
1525745896381680.2,-5.16868072638521,-4.740763941699764,0.3095471750917481
